nom_humed,comuna,tipo,z_score,anomaly_pct,elev_m,slope_deg,flow_acc,twi,twi_norm,expo_met,expo_topo,expo_comp
Sist. Rio Aconcagua y trib,Panquehue,Humedal asociado a límite urbano,3.35,278.2,605.9,0.58,7,12.2,0.611,0.558,0.611,0.585
Sist. Rio Aconcagua y trib,Calera,Humedal asociado a límite urbano,4.38,362.9,202.8,0.29,1,11.52,0.534,0.73,0.534,0.632
Sist. Rio Aconcagua y trib,Calera,Humedal asociado a límite urbano,4.38,362.9,193.2,1.85,6717,17.77,1.0,0.73,1.0,0.865
Sist. Rio Aconcagua y trib,Nogales,Humedal asociado a límite urbano,4.38,362.9,226.4,1.23,4203,17.7,1.0,0.73,1.0,0.865
Sist. Rio Aconcagua y trib,Nogales,Humedal asociado a límite urbano,4.38,362.9,208.7,3.65,5,10.07,0.372,0.73,0.372,0.551
Sist. Rio Aconcagua y trib,Nogales,Humedal asociado a límite urbano,4.38,362.9,198.8,0.56,6636,18.96,1.0,0.73,1.0,0.865
Sist. Rio Aconcagua y trib,Nogales,Humedal asociado a límite urbano,4.38,362.9,199.7,0.88,3,11.08,0.486,0.73,0.486,0.608
Sist. Rio Aconcagua y trib,Catemu,Humedal no asociado a límite urbano,4.27,361.0,437.7,0.25,2995,18.97,1.0,0.712,1.0,0.856
Sist. Rio Aconcagua y trib,Hijuelas,Humedal no asociado a límite urbano,3.59,294.7,368.1,0.6,1,10.78,0.452,0.598,0.452,0.525
Sist. Rio Aconcagua y trib,San Felipe,Humedal no asociado a límite urbano,3.16,268.7,536.1,0.4,1,11.19,0.497,0.527,0.497,0.512
Sist. Rio Aconcagua y trib,Catemu,Humedal no asociado a límite urbano,3.16,268.7,493.0,0.19,74945,22.47,1.0,0.527,1.0,0.763
Sist. Rio Aconcagua y trib,Catemu,Humedal no asociado a límite urbano,3.19,262.3,443.0,0.41,110,15.17,0.942,0.532,0.942,0.737
Sist. Rio Aconcagua y trib,Catemu,Humedal no asociado a límite urbano,3.59,294.7,412.6,9.18,1,8.04,0.146,0.598,0.146,0.372
Sist. Rio Aconcagua y trib,Catemu,Humedal no asociado a límite urbano,3.59,294.7,385.6,4.36,39,11.79,0.564,0.598,0.564,0.581
Sist. Rio Aconcagua y trib,Catemu,Humedal no asociado a límite urbano,3.59,294.7,373.4,2.16,82308,20.12,1.0,0.598,1.0,0.799
Sist. Rio Aconcagua y trib,Llaillay,Humedal no asociado a límite urbano,3.59,294.7,376.5,0.67,82301,21.29,1.0,0.598,1.0,0.799
Sist. Rio Aconcagua y trib,Panquehue,Humedal no asociado a límite urbano,3.35,278.2,564.2,0.59,7,12.18,0.608,0.558,0.608,0.583
Sist. Rio Aconcagua y trib,Panquehue,Humedal no asociado a límite urbano,3.16,268.7,538.5,0.58,1,10.81,0.456,0.527,0.456,0.491
Sist. Rio Aconcagua y trib,Panquehue,Humedal no asociado a límite urbano,3.16,268.7,491.0,0.71,3,11.3,0.51,0.527,0.51,0.518
Sist. Rio Aconcagua y trib,Calera,Humedal asociado a límite urbano,3.9,313.4,231.8,0.48,92025,21.73,1.0,0.65,1.0,0.825
Sist. Rio Aconcagua y trib,Hijuelas,Humedal asociado a límite urbano,3.9,313.4,224.8,0.23,92104,22.48,1.0,0.65,1.0,0.825
Sist. Rio Aconcagua y trib,Hijuelas,Humedal asociado a límite urbano,3.9,313.4,250.8,0.64,1,10.71,0.444,0.65,0.444,0.547
Sist. Rio Aconcagua y trib,Hijuelas,Humedal asociado a límite urbano,3.79,308.7,307.5,0.43,1,11.11,0.489,0.632,0.489,0.56
Sist. Rio Aconcagua y trib,Nogales,Humedal asociado a límite urbano,4.38,362.9,195.7,1.94,1,9.6,0.32,0.73,0.32,0.525
Sist. Rio Aconcagua y trib,Llaillay,Humedal asociado a límite urbano,3.59,294.7,359.0,0.47,82486,21.65,1.0,0.598,1.0,0.799
Sist. Rio Aconcagua y trib,Llaillay,Humedal asociado a límite urbano,3.79,308.7,336.8,2.72,1,9.26,0.282,0.632,0.282,0.457
Sist. Rio Aconcagua y trib,Llaillay,Humedal asociado a límite urbano,3.79,308.7,341.7,0.3,87797,22.17,1.0,0.632,1.0,0.816
Sist. Rio Aconcagua y trib,Hijuelas,Humedal no asociado a límite urbano,3.59,294.7,368.9,2.58,2,9.72,0.333,0.598,0.333,0.466
Sist. Rio Aconcagua y trib,San Felipe,Humedal asociado a límite urbano,3.35,278.2,634.7,2.36,62,12.85,0.684,0.558,0.684,0.621
Sist. Rio Aconcagua y trib,Rinconada,Humedal asociado a límite urbano,3.35,278.2,675.6,3.01,7425,17.38,1.0,0.558,1.0,0.779
Sist. Rio Aconcagua y trib,Rinconada,Humedal asociado a límite urbano,3.35,278.2,675.5,0.34,7389,19.57,1.0,0.558,1.0,0.779
Sist. Rio Aconcagua y trib,San Felipe,Humedal asociado a límite urbano,3.35,278.2,658.4,0.78,4,11.43,0.524,0.558,0.524,0.541
Sist. Rio Aconcagua y trib,San Felipe,Humedal asociado a límite urbano,3.35,278.2,675.5,0.34,7389,19.57,1.0,0.558,1.0,0.779
Sist. Rio Aconcagua y trib,Calera,Humedal asociado a límite urbano,4.38,362.9,185.9,0.51,99075,21.75,1.0,0.73,1.0,0.865
Sist. Rio Aconcagua y trib,La Cruz,Humedal asociado a límite urbano,4.59,363.5,156.3,0.38,99988,22.06,1.0,0.765,1.0,0.883
Sist. Rio Aconcagua y trib,Nogales,Humedal asociado a límite urbano,3.9,313.4,179.6,3.38,2,9.45,0.303,0.65,0.303,0.477
Sist. Rio Aconcagua y trib,Quillota,Humedal asociado a límite urbano,4.59,363.5,129.4,0.55,5,11.96,0.584,0.765,0.584,0.674
Sist. Rio Aconcagua y trib,Hijuelas,Humedal asociado a límite urbano,3.79,308.7,336.8,2.72,1,9.26,0.282,0.632,0.282,0.457
Sist. Rio Aconcagua y trib,Hijuelas,Humedal asociado a límite urbano,3.79,308.7,336.1,1.17,87858,20.8,1.0,0.632,1.0,0.816
Sist. Rio Aconcagua y trib,Hijuelas,Humedal asociado a límite urbano,3.59,294.7,352.6,9.23,3,8.72,0.223,0.598,0.223,0.411
Sist. Rio Aconcagua y trib,Llaillay,Humedal asociado a límite urbano,3.19,262.3,621.6,0.58,1126,17.14,1.0,0.532,1.0,0.766
Sist. Rio Aconcagua y trib,Limache,Humedal asociado a límite urbano,5.59,411.6,69.9,0.86,1,10.41,0.411,0.932,0.411,0.671
Sist. Rio Aconcagua y trib,Concón,Humedal asociado a límite urbano,5.59,411.6,11.6,0.54,114670,21.84,1.0,0.932,1.0,0.966
Sist. Rio Aconcagua y trib,Quillota,Humedal asociado a límite urbano,5.15,389.3,78.5,0.59,7,12.17,0.607,0.858,0.607,0.733
Sist. Rio Aconcagua y trib,Quintero,Humedal asociado a límite urbano,5.59,411.6,31.4,4.5,1,8.76,0.226,0.932,0.226,0.579
Sist. Rio Aconcagua y trib,Quintero,Humedal asociado a límite urbano,5.59,411.6,14.2,3.79,2,9.34,0.291,0.932,0.291,0.611
Sist. Rio Aconcagua y trib,Quintero,Humedal asociado a límite urbano,5.59,411.6,10.3,0.86,115336,21.37,1.0,0.932,1.0,0.966
Sist. Rio Aconcagua y trib,Quintero,Humedal asociado a límite urbano,5.59,411.6,23.0,5.58,5,9.64,0.325,0.932,0.325,0.628
Sist. Rio Aconcagua y trib,Quintero,Humedal asociado a límite urbano,5.59,411.6,9.5,1.4,115364,20.89,1.0,0.932,1.0,0.966
Sist. Rio Aconcagua y trib,Concón,Humedal asociado a límite urbano,5.59,411.6,14.9,4.65,2,9.13,0.268,0.932,0.268,0.6
Estero Pelumpen y Granizo,Olmué,Humedal asociado a límite urbano,4.11,307.2,168.7,0.79,2167,17.48,1.0,0.685,1.0,0.842
Estero Pelumpen y Granizo,Olmué,Humedal asociado a límite urbano,4.11,307.2,111.2,1.57,2,10.21,0.389,0.685,0.389,0.537
Estero Pelumpen y Granizo,Limache,Humedal asociado a límite urbano,4.96,359.8,64.8,2.35,2,9.81,0.344,0.827,0.344,0.585
Estero Pelumpen y Granizo,Limache,Humedal asociado a límite urbano,4.11,307.2,110.5,0.87,1,10.4,0.41,0.685,0.41,0.548
Estero Pelumpen y Granizo,Limache,Humedal asociado a límite urbano,4.11,307.2,111.2,1.57,2,10.21,0.389,0.685,0.389,0.537
Estero Pelumpen y Granizo,Limache,Humedal asociado a límite urbano,4.11,307.2,120.4,1.67,2,10.15,0.382,0.685,0.382,0.534
Estero Pelumpen y Granizo,Limache,Humedal asociado a límite urbano,4.11,307.2,121.3,0.92,5,11.44,0.526,0.685,0.526,0.606
Sist. Rio Maipo y Estero El Sauce,San Antonio,Humedal asociado a límite urbano,3.51,235.3,18.5,8.16,690,14.0,0.812,0.585,0.812,0.698
Sist. Rio Maipo y Estero El Sauce,San Antonio,Humedal asociado a límite urbano,3.3,227.5,17.0,0.83,2,10.85,0.46,0.55,0.46,0.505
Sist. Rio Maipo y Estero El Sauce,San Antonio,Humedal asociado a límite urbano,3.3,227.5,14.1,0.24,1817,18.49,1.0,0.55,1.0,0.775
Sist. Rio Maipo y Estero El Sauce,San Antonio,Humedal asociado a límite urbano,3.3,227.5,25.7,5.55,3,9.24,0.28,0.55,0.28,0.415
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,Humedal asociado a límite urbano,3.3,227.5,15.2,0.25,2,12.07,0.597,0.55,0.597,0.573
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,Humedal asociado a límite urbano,3.3,227.5,16.8,0.22,1280,18.26,1.0,0.55,1.0,0.775
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,Humedal asociado a límite urbano,3.3,227.5,19.7,2.98,43,12.26,0.617,0.55,0.617,0.583
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,Humedal asociado a límite urbano,3.3,227.5,22.3,3.05,1151,15.5,0.979,0.55,0.979,0.764
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,Humedal asociado a límite urbano,3.51,235.3,23.3,8.61,811,14.11,0.824,0.585,0.824,0.704
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,Humedal asociado a límite urbano,3.51,235.3,32.5,7.6,67,11.76,0.561,0.585,0.561,0.573
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,Humedal asociado a límite urbano,3.51,235.3,23.2,2.84,184,13.74,0.783,0.585,0.783,0.684
Sist. Rio Maipo y Estero El Sauce,San Antonio,Humedal asociado a límite urbano,3.3,227.5,47.6,6.84,2,8.74,0.224,0.55,0.224,0.387
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,207.2,17.44,1,7.37,0.072,0.737,0.072,0.404
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,165.7,6.47,8737,16.77,1.0,0.737,1.0,0.868
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,178.0,2.75,8723,17.63,1.0,0.737,1.0,0.868
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,164.6,5.94,8752,16.86,1.0,0.737,1.0,0.868
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,78.6,4.16,8778,17.22,1.0,0.737,1.0,0.868
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,197.1,8.29,8574,16.5,1.0,0.737,1.0,0.868
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,5.01,345.9,241.8,1.11,8414,18.5,1.0,0.835,1.0,0.918
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,136.6,8.33,8756,16.52,1.0,0.737,1.0,0.868
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,5.01,345.9,237.0,0.44,8471,19.43,1.0,0.835,1.0,0.918
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,77.2,4.75,9643,17.18,1.0,0.737,1.0,0.868
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,5.01,345.9,265.3,5.93,1,8.48,0.195,0.835,0.195,0.515
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,5.01,345.9,244.5,2.75,8486,17.6,1.0,0.835,1.0,0.918
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,5.01,345.9,250.5,4.03,3,9.56,0.316,0.835,0.316,0.576
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,5.01,345.9,249.2,4.29,11,10.6,0.432,0.835,0.432,0.634
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,222.9,3.1,8558,17.49,1.0,0.737,1.0,0.868
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,90.0,2.98,6,10.42,0.412,0.737,0.412,0.574
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,5.01,345.9,251.6,2.38,7535,17.63,1.0,0.835,1.0,0.918
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,71.7,6.76,1,8.35,0.18,0.737,0.18,0.458
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,18.1,3.01,1,9.16,0.271,0.737,0.271,0.504
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,5.01,345.9,250.7,3.22,59,12.49,0.644,0.835,0.644,0.74
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,48.3,4.07,9820,17.36,1.0,0.737,1.0,0.868
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,84.2,1.95,9767,18.09,1.0,0.737,1.0,0.868
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,5.01,345.9,250.7,3.22,59,12.49,0.644,0.835,0.644,0.74
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,217.8,2.68,8541,17.64,1.0,0.737,1.0,0.868
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,64.5,8.4,2,8.53,0.201,0.737,0.201,0.469
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,5.01,345.9,257.7,2.12,7441,17.73,1.0,0.835,1.0,0.918
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,6.28,430.2,246.9,0.14,4,13.11,0.712,1.0,0.712,0.856
Estero Casablanca,Casablanca,Humedal asociado a límite urbano,4.42,311.9,12.6,3.08,10145,17.67,1.0,0.737,1.0,0.868
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,4.42,311.9,161.5,3.41,8745,17.42,1.0,0.737,1.0,0.868
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,4.42,311.9,191.3,11.27,7,9.21,0.277,0.737,0.277,0.507
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,4.42,311.9,178.0,2.75,8723,17.63,1.0,0.737,1.0,0.868
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,4.42,311.9,130.0,13.91,2,8.02,0.143,0.737,0.143,0.44
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,5.01,345.9,245.5,2.08,8420,17.87,1.0,0.835,1.0,0.918
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,4.42,311.9,84.6,2.31,9648,17.9,1.0,0.737,1.0,0.868
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,5.01,345.9,242.6,5.11,8494,16.98,1.0,0.835,1.0,0.918
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,5.01,345.9,241.4,1.75,40,12.72,0.669,0.835,0.669,0.752
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,5.01,345.9,265.3,5.93,1,8.48,0.195,0.835,0.195,0.515
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,4.42,311.9,199.0,5.76,8569,16.87,1.0,0.737,1.0,0.868
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,5.01,345.9,251.6,2.38,7535,17.63,1.0,0.835,1.0,0.918
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,4.42,311.9,48.3,4.48,9819,17.26,1.0,0.737,1.0,0.868
Estero Casablanca,Algarrobo,Humedal asociado a límite urbano,4.42,311.9,48.3,4.07,9820,17.36,1.0,0.737,1.0,0.868
