nom_humed,region,comuna,tipo,poly_area,shape_area,cod_humed,FID,cut_reg,recent_v2_mm,anomaly_v2_pct,z_v2,pctl_empirico,factor_correccion,clim_om_mean_mm,twi,expo_topo,expo_met,expo_comp_w30,expo_comp_w50,expo_comp_w70,en_p90,alta_robusta
Sin información,Valparaíso,Valparaíso,Humedal no asociado a límite urbano,0.197526931902,1976.53781992,,58490,5,133.4,224.8,3.08,95.5,0.577,41.07,6.17,0.2,0.91,0.413,0.555,0.697,True,False
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.868190351386,8685.37729272,,58491,5,128.5,212.9,2.91,95.5,0.601,41.07,7.4,0.343,0.91,0.513,0.626,0.74,True,False
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,3.93166057193,39333.45884,,58492,5,128.5,212.9,2.91,95.5,0.601,41.07,7.28,0.329,0.91,0.503,0.62,0.736,True,False
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,1.46772430725,14682.7506586,,58494,5,125.7,193.6,2.58,95.5,0.615,42.82,14.41,1.0,0.91,0.973,0.955,0.937,True,True
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.302293069608,3024.2529139,,58495,5,128.5,212.9,2.91,95.5,0.601,41.07,7.3,0.332,0.91,0.505,0.621,0.737,True,False
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,1.87111865987,18717.9987639,,58496,5,125.7,193.6,2.58,95.5,0.615,42.82,9.35,0.57,0.91,0.672,0.74,0.808,True,True
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.354776657487,3549.31099901,,58497,5,128.5,212.9,2.91,95.5,0.601,41.07,8.5,0.471,0.91,0.603,0.69,0.778,True,True
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,1.73283366506,17335.9892655,,58498,5,128.5,212.9,2.91,95.5,0.601,41.07,7.12,0.31,0.91,0.49,0.61,0.73,True,False
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.438629831784,4388.21433335,,58499,5,128.5,212.9,2.91,95.5,0.601,41.07,9.21,0.553,0.91,0.66,0.732,0.803,True,True
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.471434545155,4716.44784051,,58500,5,128.5,212.9,2.91,95.5,0.601,41.07,6.76,0.268,0.91,0.461,0.589,0.717,True,False
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,2.23837494992,22392.0648926,,58501,5,125.7,193.6,2.58,95.5,0.615,42.82,8.25,0.442,0.91,0.582,0.676,0.77,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,31.9046176108,319127.885094,,58502,5,125.7,193.6,2.58,95.5,0.657,42.82,6.3,0.214,0.91,0.423,0.562,0.701,True,False
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.941235988552,9416.51946384,,58503,5,128.5,212.9,2.91,95.5,0.601,41.07,7.09,0.307,0.91,0.488,0.608,0.729,True,False
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.447526076585,4477.23478598,,58504,5,128.5,212.9,2.91,95.5,0.601,41.07,6.71,0.262,0.91,0.456,0.586,0.716,True,False
Sin información,Valparaíso,Valparaíso,Humedal asociado a límite urbano,0.1592723239,1593.77100289,HUR-05-155,58507,5,133.4,224.8,3.08,95.5,0.577,41.07,11.84,0.86,0.91,0.875,0.885,0.895,True,True
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.574678714562,5748.23216414,,58512,5,125.7,193.6,2.58,95.5,0.657,42.82,7.81,0.391,0.91,0.547,0.651,0.754,True,False
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,1.92664024072,19274.3965195,,58514,5,128.5,212.9,2.91,95.5,0.601,41.07,6.92,0.287,0.91,0.474,0.598,0.723,True,False
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,1.85249863651,18532.8278173,,58521,5,128.5,212.9,2.91,95.5,0.601,41.07,7.19,0.318,0.91,0.496,0.614,0.732,True,False
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,0.739931539529,7401.99393256,,58527,5,125.7,193.6,2.58,95.5,0.615,42.82,7.53,0.358,0.91,0.524,0.634,0.744,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.746308880905,7465.03273895,,58532,5,125.7,193.6,2.58,95.5,0.657,42.82,6.93,0.288,0.91,0.475,0.599,0.723,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.635603150419,6357.61709163,,58534,5,125.7,193.6,2.58,95.5,0.657,42.82,8.27,0.445,0.91,0.584,0.678,0.771,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.70733769915,17078.7806783,,58543,5,124.2,190.1,2.54,95.5,0.648,42.82,14.15,1.0,0.91,0.973,0.955,0.937,True,True
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,2.46219488029,24629.7001666,,58544,5,124.2,190.1,2.54,95.5,0.648,42.82,6.02,0.182,0.91,0.4,0.546,0.692,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.60002337528,16004.5220993,,58545,5,134.4,213.9,2.86,95.5,0.672,42.82,8.77,0.502,0.91,0.624,0.706,0.788,True,True
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,14.2015754234,142055.213946,,58546,5,134.4,213.9,2.86,95.5,0.672,42.82,9.91,0.636,0.91,0.718,0.773,0.828,True,True
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,1.24730596481,12475.7732402,,58549,5,134.4,213.9,2.86,95.5,0.672,42.82,7.62,0.368,0.91,0.531,0.639,0.747,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,5.33274603538,53340.5946569,,58550,5,134.4,213.9,2.86,95.5,0.672,42.82,7.15,0.314,0.91,0.493,0.612,0.731,True,False
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,5.36075012775,53615.3897386,,58552,5,157.8,187.8,2.36,95.5,0.788,54.83,6.93,0.288,0.91,0.475,0.599,0.723,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.01371354542,10139.9457605,,58553,5,134.4,213.9,2.86,95.5,0.672,42.82,6.21,0.204,0.91,0.416,0.557,0.698,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,6.71156254583,67136.8533374,,58556,5,124.2,190.1,2.54,95.5,0.648,42.82,15.12,1.0,0.91,0.973,0.955,0.937,True,True
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.88994194814,18904.8364358,,58559,5,134.4,213.9,2.86,95.5,0.672,42.82,7.45,0.349,0.91,0.517,0.63,0.742,True,False
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,2.90041325671,29014.040795,,58560,5,124.2,190.1,2.54,95.5,0.648,42.82,17.01,1.0,0.91,0.973,0.955,0.937,True,True
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,9.60985554317,96122.0511391,,58561,5,134.4,213.9,2.86,95.5,0.672,42.82,8.04,0.417,0.91,0.565,0.664,0.762,True,False
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,2.35574060256,23561.7358593,,58562,5,157.8,187.8,2.36,95.5,0.788,54.83,8.12,0.426,0.91,0.571,0.668,0.765,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,13.131618067,131356.008347,,58563,5,124.2,190.1,2.54,95.5,0.648,42.82,10.13,0.661,0.91,0.736,0.786,0.835,True,True
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,3.97052791075,39716.0616119,,58564,5,134.4,213.9,2.86,95.5,0.672,42.82,7.98,0.411,0.91,0.561,0.66,0.76,True,False
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,12.1161338679,121187.414076,,58565,5,134.4,213.9,2.86,95.5,0.672,42.82,8.32,0.45,0.91,0.588,0.68,0.772,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.608123899367,6082.83744413,,58566,5,134.4,213.9,2.86,95.5,0.672,42.82,7.82,0.392,0.91,0.547,0.651,0.755,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.460934430221,4610.56802159,,58567,5,134.4,213.9,2.86,95.5,0.672,42.82,8.8,0.506,0.91,0.627,0.708,0.789,True,True
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,1.13389962506,11341.4315347,,58568,5,134.4,213.9,2.86,95.5,0.672,42.82,10.13,0.661,0.91,0.736,0.786,0.835,True,True
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,7.88084630729,78827.4358619,,58569,5,134.4,213.9,2.86,95.5,0.672,42.82,9.47,0.584,0.91,0.682,0.747,0.812,True,True
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,0.693589482864,6937.50817961,,58570,5,134.4,213.9,2.86,95.5,0.672,42.82,9.2,0.553,0.91,0.66,0.732,0.803,True,True
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,0.393061541515,3931.92933098,,58571,5,124.2,190.1,2.54,95.5,0.648,42.82,6.29,0.213,0.91,0.422,0.562,0.701,True,False
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,1.01240280819,10126.3460392,,58572,5,134.4,213.9,2.86,95.5,0.672,42.82,7.57,0.362,0.91,0.526,0.636,0.746,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.12181276322,11220.7950582,,58573,5,134.4,213.9,2.86,95.5,0.672,42.82,7.94,0.405,0.91,0.556,0.658,0.759,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.716511222588,7167.06165719,,58574,5,134.4,213.9,2.86,95.5,0.672,42.82,7.91,0.402,0.91,0.554,0.656,0.758,True,False
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,0.656763348035,6569.08911909,,58575,5,134.4,213.9,2.86,95.5,0.672,42.82,16.7,1.0,0.91,0.973,0.955,0.937,True,True
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,2.19374528773,21944.8050459,,58576,5,124.2,190.1,2.54,95.5,0.648,42.82,6.97,0.293,0.91,0.478,0.602,0.725,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.326189555926,3262.75411007,,58577,5,134.4,213.9,2.86,95.5,0.672,42.82,6.76,0.269,0.91,0.461,0.59,0.718,True,False
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,3.10738288343,31081.2185397,,58579,5,134.4,213.9,2.86,95.5,0.672,42.82,8.33,0.452,0.91,0.589,0.681,0.773,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.98780043813,19883.4979085,,58581,5,134.4,213.9,2.86,95.5,0.672,42.82,8.04,0.418,0.91,0.566,0.664,0.762,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.326355196003,3264.60650205,,58589,5,124.2,190.1,2.54,95.5,0.648,42.82,8.13,0.428,0.91,0.573,0.669,0.765,True,False
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.509811756776,5099.87864866,,58590,5,149.8,249.8,3.34,95.5,0.744,42.82,13.12,1.0,0.91,0.973,0.955,0.937,True,True
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.343798239424,3439.17046056,,58591,5,149.8,249.8,3.34,95.5,0.744,42.82,12.87,0.98,0.91,0.959,0.945,0.931,True,True
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.511735114939,5118.95207305,,58593,5,149.8,249.8,3.34,95.5,0.744,42.82,7.94,0.406,0.91,0.557,0.658,0.759,True,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,1.27381887424,12742.4379118,,58594,5,149.8,249.8,3.34,95.5,0.744,42.82,9.99,0.645,0.91,0.724,0.778,0.83,True,True
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.479721237422,4798.64376504,,58595,5,149.8,249.8,3.34,95.5,0.744,42.82,7.33,0.335,0.91,0.508,0.622,0.738,True,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,3.10900904834,31100.001,,58596,5,149.8,249.8,3.34,95.5,0.744,42.82,8.75,0.5,0.91,0.623,0.705,0.787,True,True
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.855736203731,8560.50489917,,58597,5,149.8,249.8,3.34,95.5,0.744,42.82,7.71,0.379,0.91,0.538,0.645,0.751,True,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,2.93906388729,29400.001,,58598,5,149.8,249.8,3.34,95.5,0.744,42.82,11.85,0.862,0.91,0.876,0.886,0.896,True,True
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.522296249982,5224.80918805,,58599,5,149.8,249.8,3.34,95.5,0.744,42.82,9.19,0.552,0.91,0.659,0.731,0.803,True,True
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.547998936619,5481.31025108,,58600,5,135.5,216.4,2.89,95.5,0.695,42.82,14.28,1.0,0.91,0.973,0.955,0.937,True,True
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,2.39108756437,23919.4642355,,58601,5,149.8,249.8,3.34,95.5,0.744,42.82,5.96,0.175,0.91,0.396,0.542,0.69,True,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.579826139522,5800.001,,58602,5,149.8,249.8,3.34,95.5,0.744,42.82,7.56,0.362,0.91,0.526,0.636,0.746,True,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.407799887064,4079.05351254,,58603,5,135.5,216.4,2.89,95.5,0.695,42.82,8.71,0.496,0.91,0.62,0.703,0.786,True,True
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.873619712022,8739.91995615,,58604,5,126.4,207.8,2.84,95.5,0.628,41.07,7.41,0.344,0.91,0.514,0.627,0.74,True,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.373971102235,3740.61357507,,58605,5,135.5,216.4,2.89,95.5,0.695,42.82,10.02,0.648,0.91,0.727,0.779,0.831,True,True
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.549763047751,5499.98000005,,58606,5,126.4,207.8,2.84,95.5,0.628,41.07,10.46,0.7,0.91,0.763,0.805,0.847,True,True
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,9.02693090462,90299.7435498,,58607,5,149.8,249.8,3.34,95.5,0.744,42.82,7.16,0.315,0.91,0.494,0.612,0.732,True,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,3.25308322208,32538.8359918,,58608,5,135.5,216.4,2.89,95.5,0.695,42.82,11.25,0.792,0.91,0.827,0.851,0.875,True,True
Sin información,Valparaíso,Hijuelas,Humedal no asociado a límite urbano,2.48715228646,24875.0638861,,58609,5,113.3,106.6,1.34,86.4,0.635,54.83,12.14,0.895,0.728,0.845,0.812,0.778,False,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.724155770346,7244.0142883,,58610,5,149.8,249.8,3.34,95.5,0.744,42.82,7.37,0.34,0.91,0.511,0.625,0.739,True,False
Sin información,Valparaíso,Llaillay,Humedal no asociado a límite urbano,0.805188378217,8052.07737705,,58611,5,108.1,97.1,1.22,81.8,0.548,54.83,14.87,1.0,0.636,0.891,0.818,0.745,False,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.778931607964,7792.70542563,,58612,5,126.4,207.8,2.84,95.5,0.628,41.07,7.86,0.397,0.91,0.551,0.654,0.756,True,False
Sin información,Valparaíso,Rinconada,Humedal no asociado a límite urbano,0.881664768662,8814.94624092,,58613,5,65.9,41.5,0.52,72.7,0.444,46.57,6.6,0.25,0.454,0.311,0.352,0.393,False,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.925784892372,9260.90510887,,58614,5,149.8,249.8,3.34,95.5,0.744,42.82,7.73,0.381,0.91,0.54,0.646,0.751,True,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,1.74813752615,17485.6289643,,58615,5,135.5,216.4,2.89,95.5,0.695,42.82,7.78,0.388,0.91,0.545,0.649,0.753,True,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,10.4586447431,104626.78287,,58616,5,149.8,249.8,3.34,95.5,0.744,42.82,14.6,1.0,0.91,0.973,0.955,0.937,True,True
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,1.91792491267,19186.1897418,,58617,5,149.8,249.8,3.34,95.5,0.744,42.82,5.66,0.14,0.91,0.371,0.525,0.679,True,False
Sin información,Valparaíso,Hijuelas,Humedal no asociado a límite urbano,1.86096574988,18612.6666562,,58618,5,113.3,106.6,1.34,86.4,0.635,54.83,9.04,0.534,0.728,0.592,0.631,0.67,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.30206046733,33005.6349793,,58619,5,109.9,59.5,0.66,77.3,0.46,68.9,6.62,0.252,0.546,0.34,0.399,0.458,False,False
Sin información,Valparaíso,Hijuelas,Humedal no asociado a límite urbano,0.501957685222,5020.32236357,,58620,5,113.3,106.6,1.34,86.4,0.635,54.83,7.2,0.319,0.728,0.442,0.524,0.605,False,False
Sin información,Valparaíso,Calle Larga,Humedal no asociado a límite urbano,1.22830586081,12279.7156318,,58621,5,62.0,25.6,0.29,63.6,0.418,49.37,8.41,0.461,0.272,0.404,0.367,0.329,False,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.875155465507,8754.56247591,,58622,5,149.8,249.8,3.34,95.5,0.744,42.82,9.46,0.583,0.91,0.681,0.746,0.812,True,True
Sin información,Valparaíso,Hijuelas,Humedal no asociado a límite urbano,1.16466444579,11648.2496532,,58623,5,113.3,106.6,1.34,86.4,0.635,54.83,12.09,0.89,0.728,0.841,0.809,0.777,False,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.660433237898,6606.80029134,,58624,5,149.8,249.8,3.34,95.5,0.744,42.82,6.9,0.284,0.91,0.472,0.597,0.722,True,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.942731927333,9430.56967128,,58625,5,149.8,249.8,3.34,95.5,0.744,42.82,5.82,0.159,0.91,0.384,0.534,0.685,True,False
Sin información,Valparaíso,Llaillay,Humedal no asociado a límite urbano,0.695637354776,6956.55779209,,58626,5,108.1,97.1,1.22,81.8,0.548,54.83,8.0,0.413,0.636,0.48,0.524,0.569,False,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.519816522532,5199.999,,58627,5,124.7,210.0,2.53,95.5,0.653,40.22,6.94,0.289,0.91,0.475,0.6,0.724,True,False
Sin información,Valparaíso,Quintero,Humedal no asociado a límite urbano,0.863545515763,8639.79341157,,58628,5,107.7,178.8,2.24,90.9,0.528,38.63,8.42,0.462,0.818,0.569,0.64,0.711,True,False
Sin información,Valparaíso,Llaillay,Humedal no asociado a límite urbano,0.78980618297,7898.19707508,,58629,5,103.0,109.4,1.27,86.4,0.5,49.19,7.54,0.359,0.728,0.47,0.544,0.617,False,False
Sin información,Valparaíso,Llaillay,Humedal no asociado a límite urbano,2.33822721165,23382.0181451,,58630,5,92.1,94.1,1.1,86.4,0.489,47.46,8.11,0.425,0.728,0.516,0.576,0.637,False,False
Sin información,Valparaíso,Calle Larga,Humedal no asociado a límite urbano,0.574729541907,5745.99113863,,58631,5,63.4,33.6,0.39,77.3,0.391,47.46,7.37,0.339,0.546,0.401,0.442,0.484,False,False
Sin información,Valparaíso,Hijuelas,Humedal no asociado a límite urbano,2.1918114043,21921.5943638,,58632,5,117.6,139.1,1.61,86.4,0.571,49.19,10.35,0.687,0.728,0.699,0.708,0.716,False,False
Sin información,Valparaíso,Llaillay,Humedal no asociado a límite urbano,2.17947016413,21794.3222115,,58633,5,92.1,94.1,1.1,86.4,0.489,47.46,7.43,0.347,0.728,0.461,0.538,0.614,False,False
Sin información,Valparaíso,Llaillay,Humedal no asociado a límite urbano,1.94783940519,19478.5455474,,58634,5,103.0,109.4,1.27,86.4,0.5,49.19,6.84,0.277,0.728,0.412,0.502,0.593,False,False
Sin información,Valparaíso,Llaillay,Humedal no asociado a límite urbano,0.468449683657,4684.46622956,,58635,5,92.1,94.1,1.1,86.4,0.489,47.46,7.31,0.333,0.728,0.452,0.53,0.609,False,False
Sector Estero Mantagua 1,Valparaíso,Quintero,Humedal asociado a límite urbano,1.52038682204,15211.8917288,HUR-05-170,58636,5,67.5,74.7,0.94,86.4,0.388,38.63,12.9,0.984,0.728,0.907,0.856,0.805,False,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,5.51913724163,55211.7217812,,58637,5,124.7,210.0,2.53,95.5,0.653,40.22,7.47,0.351,0.91,0.519,0.631,0.742,True,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,2.16919617026,21700.005,,58638,5,124.7,210.0,2.53,95.5,0.653,40.22,5.65,0.139,0.91,0.37,0.524,0.679,True,False
Sector Estero Mantagua 2,Valparaíso,Quintero,Humedal asociado a límite urbano,1.7897326863,17906.4753082,HUR-05-171,58639,5,67.5,74.7,0.94,86.4,0.388,38.63,10.18,0.667,0.728,0.685,0.698,0.71,False,False
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,0.559852770253,5600.00099999,,58640,5,124.8,210.3,2.53,95.5,0.64,40.22,15.46,1.0,0.91,0.973,0.955,0.937,True,True
Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,1.2291354583,12297.6946152,HUR-05-92,58641,5,67.5,74.7,0.94,86.4,0.388,38.63,7.66,0.373,0.728,0.48,0.55,0.621,False,False
Sin información,Valparaíso,Rinconada,Humedal no asociado a límite urbano,2.08620254178,20858.2467598,,58642,5,63.4,33.6,0.39,77.3,0.391,47.46,8.54,0.476,0.546,0.497,0.511,0.525,False,False
